Response_0,Id
4,1
5,3
7,4
7,9
7,12
7,13
7,21
7,28
4,30
7,36
8,38
7,43
2,45
8,48
5,50
7,51
5,54
8,55
8,59
4,62
8,63
8,66
8,69
8,82
7,83
5,84
8,86
8,89
4,90
7,92
5,98
1,100
4,105
8,115
1,119
1,124
8,127
7,133
4,140
8,141
1,143
4,151
8,154
8,157
4,163
1,166
8,168
5,170
7,173
5,180
8,182
4,184
7,185
7,195
5,196
5,197
5,212
7,213
8,219
2,225
4,227
4,232
5,239
5,247
4,251
5,254
5,261
5,264
7,267
7,272
8,275
2,277
7,283
2,284
7,287
8,291
4,293
2,294
5,305
4,307
8,309
4,311
2,322
2,323
5,326
1,330
8,335
7,337
4,338
1,341
5,346
5,348
2,352
8,356
2,358
5,366
4,369
5,373
4,375
5,381
8,384
5,386
7,396
1,397
7,399
8,405
7,412
2,417
5,421
7,425
8,427
4,430
5,432
7,433
8,436
8,438
8,441
5,442
4,444
7,446
7,448
5,450
7,454
7,465
5,470
4,472
8,475
8,484
7,495
8,497
8,498
4,501
4,502
8,505
2,515
5,516
8,527
2,529
7,531
5,533
2,537
7,541
8,546
7,548
8,549
7,550
7,553
7,559
2,561
1,564
5,574
7,578
5,579
8,580
5,582
8,584
7,588
4,596
2,602
2,603
7,613
1,614
8,619
7,620
4,624
7,625
5,628
5,630
7,635
4,636
8,637
8,641
8,644
8,648
7,654
5,658
8,664
7,666
7,667
8,670
5,672
8,674
7,676
8,684
4,685
2,693
7,694
1,700
5,702
5,703
5,705
8,711
1,718
7,722
4,726
4,727
8,732
8,735
4,740
7,748
7,750
8,751
7,756
7,762
8,766
7,770
2,771
5,779
2,782
8,784
5,793
5,798
5,800
7,801
7,805
4,807
8,813
8,819
5,820
8,822
7,823
8,833
5,834
2,842
7,845
4,856
4,860
2,864
7,869
7,872
4,877
7,878
5,893
8,894
5,896
5,899
7,900
1,911
7,914
1,917
7,919
1,923
5,925
4,926
5,934
7,938
5,940
5,955
7,956
7,971
8,973
7,978
8,979
7,981
7,988
8,990
4,992
8,996
4,997
4,999
7,1000
7,1006
2,1009
5,1018
5,1025
8,1038
7,1042
5,1045
8,1046
5,1047
5,1050
7,1052
8,1054
7,1057
1,1061
5,1069
5,1071
5,1073
8,1074
5,1075
5,1083
1,1084
4,1089
4,1099
4,1103
8,1110
7,1123
7,1130
7,1135
8,1137
8,1145
4,1147
8,1152
1,1153
8,1154
8,1158
5,1166
7,1170
7,1172
5,1178
8,1179
2,1181
7,1182
8,1183
5,1191
1,1192
2,1200
7,1205
5,1207
1,1208
2,1209
4,1217
7,1223
8,1225
4,1226
2,1228
5,1230
8,1232
8,1235
5,1237
7,1257
1,1266
5,1267
8,1274
8,1277
5,1278
8,1280
7,1282
5,1293
2,1294
8,1305
7,1306
7,1311
5,1318
8,1320
8,1323
2,1325
5,1328
4,1336
8,1340
8,1341
7,1344
7,1345
1,1348
1,1358
8,1361
5,1364
8,1373
4,1377
7,1378
7,1380
7,1382
4,1383
8,1386
1,1387
2,1390
8,1395
5,1398
2,1402
8,1403
8,1405
7,1407
1,1410
2,1412
5,1419
7,1426
8,1428
7,1436
2,1437
4,1438
8,1441
4,1444
2,1448
5,1454
5,1457
8,1459
7,1463
1,1467
5,1471
5,1475
4,1476
7,1480
1,1481
4,1482
4,1489
7,1491
7,1494
8,1496
8,1500
8,1501
7,1503
2,1504
2,1505
4,1515
5,1517
4,1520
2,1521
8,1523
7,1526
5,1529
5,1530
5,1543
8,1544
5,1547
8,1550
5,1552
5,1554
7,1563
7,1574
4,1575
4,1576
4,1579
2,1582
7,1584
7,1585
5,1589
5,1596
2,1598
5,1611
4,1613
7,1615
4,1618
7,1627
2,1630
7,1638
5,1639
8,1640
7,1642
5,1645
7,1648
4,1654
7,1661
7,1662
8,1663
4,1666
1,1668
1,1670
7,1672
5,1681
7,1682
1,1683
8,1687
8,1688
7,1693
7,1694
8,1700
5,1704
8,1712
8,1716
7,1717
4,1722
4,1724
1,1738
1,1739
8,1740
8,1761
8,1763
7,1765
7,1766
7,1767
5,1771
7,1772
7,1777
4,1784
5,1799
7,1806
1,1810
4,1812
2,1814
7,1818
8,1819
4,1822
8,1823
2,1824
5,1834
7,1835
4,1844
5,1848
8,1849
5,1850
2,1851
4,1856
1,1862
5,1863
5,1872
4,1874
8,1875
7,1877
7,1900
7,1902
5,1904
2,1905
8,1908
8,1914
1,1916
2,1922
7,1933
5,1934
7,1939
5,1942
8,1947
7,1957
8,1971
2,1973
5,1974
7,1977
5,1981
8,1985
7,1987
7,1989
2,2001
1,2002
1,2007
8,2008
5,2011
7,2021
7,2034
8,2040
4,2044
8,2045
7,2048
7,2051
8,2062
1,2066
4,2068
2,2069
8,2074
7,2075
7,2078
1,2079
2,2080
4,2081
1,2084
7,2085
7,2087
5,2096
5,2102
5,2103
8,2107
5,2117
2,2118
7,2120
4,2121
2,2122
7,2130
2,2136
8,2138
7,2140
7,2143
4,2144
4,2145
7,2147
2,2150
8,2154
1,2155
4,2166
2,2169
5,2173
1,2176
7,2178
4,2179
8,2180
8,2184
8,2185
5,2188
7,2190
7,2194
7,2195
5,2198
8,2205
7,2206
2,2207
5,2212
7,2213
8,2216
2,2218
8,2224
7,2225
8,2228
5,2236
8,2242
5,2246
8,2250
5,2255
1,2256
5,2267
7,2268
5,2269
5,2272
1,2275
8,2280
8,2282
7,2287
8,2289
8,2293
7,2296
5,2307
7,2309
5,2313
5,2325
7,2327
2,2336
7,2339
8,2342
8,2347
4,2350
5,2360
8,2364
1,2369
4,2379
7,2394
4,2395
8,2399
8,2402
8,2410
7,2416
8,2420
5,2427
8,2434
7,2435
8,2441
5,2447
5,2452
5,2463
5,2467
7,2468
5,2470
7,2476
1,2483
4,2487
8,2492
7,2502
4,2504
8,2510
1,2511
8,2512
7,2517
8,2520
8,2521
7,2523
5,2524
5,2525
4,2526
8,2528
4,2530
2,2532
4,2536
5,2540
5,2541
5,2543
8,2549
1,2550
4,2556
7,2557
7,2559
8,2565
8,2566
1,2567
5,2568
8,2570
8,2573
5,2577
5,2578
2,2583
4,2586
4,2587
7,2588
8,2591
8,2597
7,2606
8,2607
7,2608
1,2611
7,2612
8,2613
8,2616
8,2621
7,2622
7,2634
7,2639
1,2642
5,2644
1,2650
8,2655
7,2664
7,2667
4,2670
2,2679
7,2681
7,2683
8,2685
8,2687
4,2696
7,2699
2,2712
8,2716
8,2720
7,2725
8,2726
5,2731
8,2733
8,2740
7,2742
4,2748
8,2749
7,2763
8,2771
4,2772
5,2773
8,2783
8,2784
1,2789
5,2796
4,2798
8,2799
5,2800
8,2802
4,2805
5,2809
7,2816
7,2817
7,2821
8,2822
7,2829
4,2832
5,2842
5,2844
5,2846
7,2851
5,2852
7,2853
7,2856
2,2862
7,2866
4,2868
8,2886
5,2892
4,2893
8,2898
4,2917
2,2923
5,2927
8,2930
1,2931
7,2935
4,2936
1,2961
7,2964
7,2967
7,2968
5,2970
4,2977
7,2978
8,2979
4,2985
1,2986
7,2989
4,2997
8,2999
7,3004
7,3008
4,3010
8,3020
8,3022
7,3024
8,3027
8,3032
8,3033
2,3048
5,3053
8,3056
8,3070
2,3071
8,3073
7,3080
8,3098
4,3099
7,3109
7,3110
1,3115
8,3121
7,3128
1,3132
1,3133
7,3141
5,3144
4,3145
7,3154
7,3159
2,3164
1,3168
2,3172
7,3176
7,3186
4,3193
7,3196
4,3199
7,3200
8,3209
7,3210
5,3214
5,3229
5,3230
8,3233
2,3242
2,3244
5,3249
2,3251
1,3253
5,3264
2,3271
8,3272
7,3274
2,3276
4,3280
5,3282
7,3285
7,3297
7,3298
4,3307
8,3309
8,3310
5,3312
8,3314
2,3315
7,3316
5,3319
8,3322
7,3327
7,3332
8,3334
1,3336
5,3338
5,3340
1,3343
7,3352
7,3353
8,3356
8,3357
7,3360
7,3365
8,3366
8,3367
8,3369
4,3374
5,3376
8,3381
4,3385
5,3386
7,3397
4,3403
2,3409
8,3414
8,3415
8,3423
5,3427
7,3428
4,3439
8,3441
2,3442
5,3447
7,3453
2,3456
4,3458
7,3459
7,3462
8,3464
8,3477
5,3480
8,3483
7,3490
7,3497
7,3498
5,3500
5,3504
1,3509
8,3510
7,3511
4,3525
7,3528
1,3529
4,3531
8,3532
7,3536
2,3537
5,3538
2,3547
5,3557
8,3572
7,3573
8,3588
7,3590
8,3597
5,3601
7,3602
8,3608
5,3611
7,3616
7,3619
5,3623
5,3638
5,3641
8,3643
2,3647
7,3648
4,3662
8,3663
5,3665
7,3679
5,3683
5,3692
7,3700
5,3705
8,3706
8,3711
4,3712
2,3716
4,3725
8,3727
7,3739
4,3740
4,3743
1,3744
8,3750
5,3751
1,3752
5,3753
1,3754
8,3761
7,3762
2,3764
7,3773
4,3774
8,3775
8,3776
5,3785
8,3788
5,3791
7,3792
2,3794
7,3797
8,3798
2,3807
7,3808
5,3810
7,3813
8,3815
5,3818
2,3820
8,3824
7,3832
8,3836
5,3837
7,3849
5,3853
2,3861
7,3862
4,3863
4,3867
7,3868
8,3871
5,3873
8,3874
7,3879
7,3881
7,3883
5,3887
4,3888
4,3889
2,3898
8,3901
1,3904
4,3905
5,3907
2,3911
7,3915
4,3917
7,3923
2,3925
7,3931
8,3934
7,3943
5,3946
5,3947
5,3949
4,3958
7,3959
5,3960
7,3969
8,3971
8,3973
8,3976
7,3979
7,3982
8,3992
5,3993
7,3995
4,3997
8,4002
8,4003
8,4006
8,4010
7,4011
8,4012
8,4019
1,4020
5,4026
2,4030
5,4033
8,4034
2,4038
7,4045
7,4046
1,4047
8,4048
8,4055
7,4061
1,4063
7,4066
8,4069
7,4076
7,4081
8,4086
8,4087
8,4094
2,4096
5,4105
5,4107
4,4110
8,4115
1,4128
8,4131
1,4136
4,4140
5,4141
8,4142
7,4146
5,4156
8,4159
7,4171
1,4174
4,4175
8,4180
7,4187
2,4191
7,4193
8,4197
5,4201
5,4203
4,4205
2,4206
7,4209
8,4213
5,4215
8,4220
8,4223
5,4225
1,4234
5,4241
7,4244
5,4247
5,4254
1,4255
4,4262
7,4263
1,4266
8,4269
